District Code,District Name,BLDG. NO.,Building Name,January State FTE F&RL Count,January Membership,2023 F&RL Percentage,Community Eligiblity Provision (CEP) Participating Building,,,,,,,
048-909,ALLEN VILLAGE,1980,ALLEN VILLAGE HIGH SCHOOL, 103.00 , 137.00 ,75.20%,,,,,,,,
048-909,ALLEN VILLAGE,3930,ALLEN VILLAGE JUNIOR ACADEMY, 91.00 , 107.00 ,85.00%,,,,,,,,
048-909,ALLEN VILLAGE,6905,ALLEN VILLAGE PRIMARY ACADEMY, 65.00 , 74.00 ,87.80%,,,,,,,,
048-909,ALLEN VILLAGE,6915,ALLEN VILLAGE ELEMENTARY ACADE, 85.00 , 101.00 ,84.20%,,,,,,,,
048-910,LEE A. TOLBERT COM. ACADEMY,6920,LEE A. TOLBERT COM. ACADEMY, 333.00 , 333.00 ,100.00%,,,,,,,,
048-912,KC INTERNATIONAL ACADEMY,6930,KC INTERNATIONAL-WALLACE, 644.00 , 644.00 ,100.00%,Yes,,,,,,,
048-913,GORDON PARKS ELEM.,6935,GORDON PARKS ELEM., 120.00 , 121.00 ,99.20%,Yes,,,,,,,
048-914,ACADEMIE LAFAYETTE,1910,Academie Lafayette Armour IMS, 52.00 , 261.00 ,19.90%,,,,,,,,
048-914,ACADEMIE LAFAYETTE,1920,ACADEMIE LAFAYETTE ARMOUR IHS, 24.00 , 71.00 ,33.80%,,,,,,,,
048-914,ACADEMIE LAFAYETTE,6940,Academie Lafayette Oak Elem, 114.00 , 490.00 ,23.30%,,,,,,,,
048-914,ACADEMIE LAFAYETTE,6941,ACADEMIE LAFAYETTE CHERRY ELEM, 116.00 , 445.00 ,26.10%,,,,,,,,
048-915,SCUOLA VITA NUOVA,6945,SCUOLA VITA NUOVA CHARTER, 319.00 , 403.00 ,79.20%,,,,,,,,
048-916,BROOKSIDE CHARTER SCH.,3950,BROOKSIDE CHARTER MIDDLE SCHL, 221.00 , 221.00 ,100.00%,Yes,,,,,,,
048-916,BROOKSIDE CHARTER SCH.,6950,BROOKSIDE CHARTER ELEMENTARY, 481.00 , 481.00 ,100.00%,Yes,,,,,,,
048-918,KIPP: ENDEAVOR ACADEMY,1050,KIPP KC LEGACY HIGH SCHOOL, 197.00 , 197.00 ,100.00%,Yes,,,,,,,
048-918,KIPP: ENDEAVOR ACADEMY,3920,KIPP ENDEAVOR ACADEMY, 574.00 , 574.00 ,100.00%,Yes,,,,,,,
048-922,FRONTIER SCHOOLS,1920,FRONTIER SCHL OF EXCELLENCE-U, 179.00 , 179.00 ,100.00%,Yes,,,,,,,
048-922,FRONTIER SCHOOLS,1985,FRONTIER STEM HIGH SCHOOL, 254.00 , 348.00 ,73.00%,,,,,,,,
048-922,FRONTIER SCHOOLS,3935,FRONTIER SCHL OF INNOVATION-M, 227.00 , 307.00 ,73.90%,,,,,,,,
048-922,FRONTIER SCHOOLS,3940,FRONTIER SCHL OF EXCELLENCE-M, 86.00 , 87.00 ,98.90%,Yes,,,,,,,
048-922,FRONTIER SCHOOLS,6975,FRONTIER SCHOOL OF INNOVATION, 464.00 , 564.00 ,82.30%,,,,,,,,
048-923,DELASALLE CHARTER SCHOOL,1970,DeLaSalle Charter High School, 185.00 , 185.00 ,100.00%,Yes,,,,,,,
048-924,EWING MARION KAUFFMAN SCHOOL,1910,EWING MARION KAUFFMAN HIGH, 273.00 , 385.00 ,70.90%,,,,,,,,
048-924,EWING MARION KAUFFMAN SCHOOL,3930,Ewing Marion Kauffman Middle, 432.00 , 552.00 ,78.30%,,,,,,,,
048-925,HOPE LEADERSHIP ACADEMY,6985,HOPE LEADERSHIP ACADEMY, 81.00 , 81.00 ,100.00%,Yes,,,,,,,
048-926,CROSSROADS CHARTER SCHOOLS,1905,CROSSROADS PREPARATORY ACADEMY, 160.00 , 447.00 ,35.80%,,,,,,,,
048-926,CROSSROADS CHARTER SCHOOLS,6905,CROSSROADS - QUALITY HILL, 176.00 , 273.00 ,64.50%,,,,,,,,
048-926,CROSSROADS CHARTER SCHOOLS,6990,CROSSROADS - CENTRAL STREET, 164.00 , 347.00 ,47.30%,,,,,,,,
048-927,ACADEMY FOR INTEGRATED ARTS,6995,ACADEMY FOR INTEGRATED ARTS, 253.00 , 253.00 ,100.00%,Yes,,,,,,,
048-928,CITIZENS OF THE WORLD CHARTER,3905,MIDDLE SCHOOL, 84.00 , 137.00 ,61.30%,,,,,,,,
048-928,CITIZENS OF THE WORLD CHARTER,6905,ELEMENTARY SCHOOL, 146.00 , 261.00 ,55.90%,,,,,,,,
048-929,KANSAS CITY GIRLS PREP ACADEMY,3945,KANSAS CITY GIRLS PREP ACADEMY, 139.00 , 139.00 ,100.00%,Yes,,,,,,,
049-132,CARL JUNCTION R-I,1050,Carl Junction High School, 287.00 , 924.00 ,31.10%,,,,,,,,
049-132,CARL JUNCTION R-I,2050,Carl Junction Jr. High, 202.00 , 495.00 ,40.80%,,,,,,,,
049-132,CARL JUNCTION R-I,4040,Carl Junction Primary K-1, 203.00 , 488.76 ,41.50%,,,,,,,,
049-132,CARL JUNCTION R-I,4050,Carl Junction Primary 2-3, 221.00 , 517.35 ,42.70%,,,,,,,,
049-132,CARL JUNCTION R-I,4060,Carl Junction Intermediate, 284.00 , 781.00 ,36.40%,,,,,,,,
049-132,CARL JUNCTION R-I,6010,Carl Junction Satellite School, 29.00 , 29.00 ,100.00%,,,,,,,,
049-135,AVILLA R-XIII,4020,AVILLA ELEM., 78.60 , 126.60 ,62.10%,,,,,,,,
049-137,JASPER CO. R-V,1050,Jasper Co. High School, 107.70 , 223.23 ,48.20%,,,,,,,,
049-137,JASPER CO. R-V,4020,JASPER CO. ELEM., 104.00 , 233.94 ,44.50%,,,,,,,,
049-140,SARCOXIE R-II,1050,SARCOXIE HIGH, 267.00 , 385.00 ,69.40%,,,,,,,,
049-140,SARCOXIE R-II,4020,WILDWOOD ELEM., 198.00 , 287.00 ,69.00%,,,,,,,,
049-142,CARTHAGE R-IX,1050,CARTHAGE HIGH SCHOOL, 910.50 ," 1,550.12 ",58.70%,,,,,,,,
049-142,CARTHAGE R-IX,2050,CARTHAGE JR. HIGH, 475.00 , 751.00 ,63.20%,,,,,,,,
049-142,CARTHAGE R-IX,3000,CARTHAGE INTERMEDIATE CENTER, 549.00 , 772.00 ,71.10%,,,,,,,,
049-142,CARTHAGE R-IX,3010,CARTHAGE 6TH GRADE CENTER, 237.00 , 357.16 ,66.40%,,,,,,,,
049-142,CARTHAGE R-IX,4020,COLUMBIAN ELEM., 327.00 , 381.03 ,85.80%,,,,,,,,
049-142,CARTHAGE R-IX,4030,STEADLEY ELEM., 201.00 , 361.03 ,55.70%,,,,,,,,
049-142,CARTHAGE R-IX,4060,FAIRVIEW ELEM., 293.00 , 410.03 ,71.50%,,,,,,,,
049-142,CARTHAGE R-IX,5000,MARK TWAIN ELEM., 112.00 , 160.00 ,70.00%,,,,,,,,
049-142,CARTHAGE R-IX,5020,PLEASANT VALLEY ELEM., 36.00 , 82.00 ,43.90%,,,,,,,,
049-144,WEBB CITY R-VII,1050,WEBB CITY HIGH, 494.50 ," 1,293.50 ",38.20%,,,,,,,,
049-144,WEBB CITY R-VII,2050,WEBB CITY JR. HIGH, 323.00 , 723.10 ,44.70%,,,,,,,,
049-144,WEBB CITY R-VII,3000,WEBB CITY MIDDLE, 319.00 , 692.11 ,46.10%,,,,,,,,
049-144,WEBB CITY R-VII,4020,EUGENE FIELD ELEM., 101.00 , 186.00 ,54.30%,,,,,,,,
049-144,WEBB CITY R-VII,4040,MADGE T. JAMES KIND. CTR., 104.00 , 173.00 ,60.10%,,,,,,,,
049-144,WEBB CITY R-VII,4060,MARK TWAIN ELEM., 103.00 , 195.00 ,52.80%,,,,,,,,
049-144,WEBB CITY R-VII,4080,WEBSTER PRIMARY CTR., 228.00 , 406.00 ,56.20%,,,,,,,,
049-144,WEBB CITY R-VII,5000,HARRY S. TRUMAN ELEM., 111.00 , 280.00 ,39.60%,,,,,,,,
049-144,WEBB CITY R-VII,5010,BESS TRUMAN PRIMARY CTR., 70.00 , 181.00 ,38.70%,,,,,,,,
049-144,WEBB CITY R-VII,5020,CARTERVILLE ELEM., 130.00 , 243.00 ,53.50%,,,,,,,,
049-148,JOPLIN SCHOOLS,1050,JOPLIN HIGH," 1,064.50 "," 2,053.13 ",51.80%,,,,,,,,
049-148,JOPLIN SCHOOLS,3000,NORTH MIDDLE, 341.10 , 509.12 ,67.00%,,,,,,,,
049-148,JOPLIN SCHOOLS,3030,SOUTH MIDDLE, 273.00 , 561.44 ,48.60%,,,,,,,,
049-148,JOPLIN SCHOOLS,3050,EAST MIDDLE, 410.00 , 592.00 ,69.30%,,,,,,,,
049-148,JOPLIN SCHOOLS,4020,Dover Hill Elementary, 264.50 , 343.00 ,77.10%,,,,,,,,
049-148,JOPLIN SCHOOLS,4030,CECIL FLOYD ELEM., 324.00 , 497.00 ,65.20%,,,,,,,,
049-148,JOPLIN SCHOOLS,4060,SOARING HEIGHTS ELEM., 245.00 , 409.00 ,59.90%,,,,,,,,
049-148,JOPLIN SCHOOLS,4100,EASTMORLAND ELEM., 170.00 , 246.04 ,69.10%,,,,,,,,
049-148,JOPLIN SCHOOLS,4170,IRVING ELEMENTARY, 360.00 , 514.00 ,70.00%,,,,,,,,
049-148,JOPLIN SCHOOLS,4180,JEFFERSON ELEM., 146.00 , 186.00 ,78.50%,,,,,,,,
049-148,JOPLIN SCHOOLS,4200,KELSEY NORMAN ELEM., 165.00 , 284.00 ,58.10%,,,,,,,,
049-148,JOPLIN SCHOOLS,4260,MCKINLEY ELEM., 242.00 , 303.08 ,79.80%,,,,,,,,
049-148,JOPLIN SCHOOLS,4300,ROYAL HEIGHTS ELEM., 169.00 , 251.00 ,67.30%,,,,,,,,
049-148,JOPLIN SCHOOLS,4320,STAPLETON ELEM., 200.00 , 405.00 ,49.40%,,,,,,,,
050-001,NORTHWEST R-I,1050,NORTHWEST HIGH, 552.00 ," 1,759.53 ",31.40%,,,,,,,,
050-001,NORTHWEST R-I,3070,NORTHWEST VALLEY SCH., 324.00 , 778.50 ,41.60%,,,,,,,,
050-001,NORTHWEST R-I,3080,WOODRIDGE MIDDLE SCHOOL, 226.00 , 574.00 ,39.40%,,,,,,,,
050-001,NORTHWEST R-I,4020,CEDAR SPRINGS ELEM., 154.00 , 412.20 ,37.40%,,,,,,,,
050-001,NORTHWEST R-I,4040,HOUSE SPRINGS ELEM., 216.00 , 467.00 ,46.30%,,,,,,,,
050-001,NORTHWEST R-I,4060,HIGH RIDGE ELEM., 157.10 , 347.22 ,45.20%,,,,,,,,
050-001,NORTHWEST R-I,4080,MAPLE GROVE ELEM., 200.00 , 397.00 ,50.40%,,,,,,,,
050-001,NORTHWEST R-I,5000,MURPHY ELEM., 224.00 , 465.00 ,48.20%,,,,,,,,
050-001,NORTHWEST R-I,5020,BRENNAN WOODS ELEM., 192.00 , 485.00 ,39.60%,,,,,,,,
050-002,GRANDVIEW R-II,1050,GRANDVIEW HIGH, 61.00 , 195.00 ,31.30%,,,,,,,,
050-002,GRANDVIEW R-II,3000,GRANDVIEW MIDDLE, 53.00 , 152.08 ,34.90%,,,,,,,,
050-002,GRANDVIEW R-II,4020,GRANDVIEW ELEM., 94.00 , 207.00 ,45.40%,,,,,,,,
050-002,GRANDVIEW R-II,8000,Missouri Virtual Academy, 322.00 ," 2,310.00 ",13.90%,,,,,,,,
050-003,HILLSBORO R-III,1015,JUVENILE DETENTION CTR., 1.00 , 14.00 ,7.10%,,,,,,,,
050-003,HILLSBORO R-III,1050,HILLSBORO HIGH, 266.00 ," 1,081.60 ",24.60%,,,,,,,,
050-003,HILLSBORO R-III,2050,HILLSBORO JR. HIGH, 160.00 , 539.14 ,29.70%,,,,,,,,
050-003,HILLSBORO R-III,4020,HILLSBORO ELEM., 162.00 , 456.15 ,35.50%,,,,,,,,
050-003,HILLSBORO R-III,4040,HILLSBORO MIDDLE ELEM., 160.00 , 479.20 ,33.40%,,,,,,,,
050-003,HILLSBORO R-III,4080,HILLSBORO PRIMARY, 244.00 , 672.87 ,36.30%,,,,,,,,
050-005,DUNKLIN R-V,1050,HERCULANEUM HIGH, 184.00 , 465.50 ,39.50%,,,,,,,,
050-005,DUNKLIN R-V,3000,SENN-THOMAS MIDDLE, 158.30 , 364.30 ,43.50%,,,,,,,,
050-005,DUNKLIN R-V,4040,PEVELY ELEM., 339.50 , 719.45 ,47.20%,,,,,,,,
050-006,FESTUS R-VI,1050,FESTUS SR. HIGH, 304.00 , 969.00 ,31.40%,,,,,,,,
050-006,FESTUS R-VI,3020,FESTUS MIDDLE, 201.00 , 551.00 ,36.50%,,,,,,,,
050-006,FESTUS R-VI,4020,FESTUS ELEM., 350.00 ," 1,040.50 ",33.60%,,,,,,,,
050-006,FESTUS R-VI,5020,FESTUS INTERMEDIATE, 264.00 , 748.00 ,35.30%,,,,,,,,
050-007,JEFFERSON CO. R-VII,1050,JEFFERSON HIGH SCHOOL, 54.00 , 294.43 ,18.30%,,,,,,,,
050-007,JEFFERSON CO. R-VII,4020,PLATTIN PRIMARY, 64.00 , 216.00 ,29.60%,,,,,,,,
050-007,JEFFERSON CO. R-VII,4060,TELEGRAPH INTERMEDIATE, 64.00 , 242.00 ,26.40%,,,,,,,,
050-009,SUNRISE R-IX,4020,SUNRISE ELEM., 135.00 , 295.00 ,45.80%,,,,,,,,
050-010,WINDSOR C-1,1050,WINDSOR HIGH, 208.00 , 876.07 ,23.70%,,,,,,,,
050-010,WINDSOR C-1,3000,WINDSOR MIDDLE, 198.00 , 657.00 ,30.10%,,,,,,,,
050-010,WINDSOR C-1,4020,WINDSOR INTERMEDIATE, 198.00 , 618.00 ,32.00%,,,,,,,,
050-010,WINDSOR C-1,4030,WINDSOR ELEM., 156.00 , 429.00 ,36.40%,,,,,,,,
050-010,WINDSOR C-1,4040,JAMES E. FREER ELEM., 72.00 , 220.00 ,32.70%,,,,,,,,
050-012,FOX C-6,1050,FOX SR. HIGH, 451.40 ," 1,732.24 ",26.10%,,,,,,,,
050-012,FOX C-6,1070,SECKMAN SR. HIGH, 296.00 ," 1,776.81 ",16.70%,,,,,,,,
050-012,FOX C-6,2050,FOX MIDDLE, 187.00 , 611.80 ,30.60%,,,,,,,,
050-012,FOX C-6,2100,RIDGEWOOD MIDDLE, 241.00 , 618.25 ,39.00%,,,,,,,,
050-012,FOX C-6,2150,SECKMAN MIDDLE, 124.00 , 729.44 ,17.00%,,,,,,,,
050-012,FOX C-6,2200,ANTONIA MIDDLE SCHOOL, 146.00 , 564.30 ,25.90%,,,,,,,,
050-012,FOX C-6,4010,ANTONIA ELEM., 105.00 , 478.00 ,22.00%,,,,,,,,
050-012,FOX C-6,4020,FOX ELEM., 135.00 , 371.00 ,36.40%,,,,,,,,
050-012,FOX C-6,4030,CLYDE HAMRICK ELEM., 174.00 , 402.00 ,43.30%,,,,,,,,
050-012,FOX C-6,4040,GEORGE GUFFEY ELEM., 194.00 , 493.00 ,39.40%,,,,,,,,
050-012,FOX C-6,4050,LONE DELL ELEM., 133.00 , 423.30 ,31.40%,,,,,,,,
050-012,FOX C-6,4060,MERAMEC HEIGHTS ELEM., 227.00 , 424.60 ,53.50%,,,,,,,,
050-012,FOX C-6,4070,RAYMOND & NANCY HODGE ELEM., 93.00 , 325.00 ,28.60%,,,,,,,,
050-012,FOX C-6,4080,ROCKPORT HEIGHTS ELEM., 110.00 , 393.30 ,28.00%,,,,,,,,
050-012,FOX C-6,4090,SECKMAN ELEM., 75.00 , 489.30 ,15.30%,,,,,,,,
050-012,FOX C-6,5000,SHERWOOD ELEM., 132.00 , 352.60 ,37.40%,,,,,,,,
050-012,FOX C-6,5010,RICHARD SIMPSON ELEM., 83.00 , 370.12 ,22.40%,,,,,,,,
050-013,CRYSTAL CITY 47,1050,CRYSTAL CITY HIGH, 85.60 , 214.83 ,39.90%,,,,,,,,
050-013,CRYSTAL CITY 47,4020,CRYSTAL CITY ELEM., 132.00 , 273.00 ,48.40%,,,,,,,,
050-014,DESOTO 73,1050,DESOTO SR. HIGH, 242.00 , 719.84 ,33.60%,,,,,,,,
050-014,DESOTO 73,2050,DESOTO JR. HIGH, 159.70 , 372.67 ,42.80%,,,,,,,,
050-014,DESOTO 73,4010,ATHENA ELEM., 212.40 , 480.77 ,44.20%,,,,,,,,
050-014,DESOTO 73,4020,VINELAND ELEM., 297.90 , 621.67 ,47.90%,,,,,,,,
051-150,KINGSVILLE R-I,1050,KINGSVILLE HIGH, 33.00 , 109.50 ,30.10%,,,,,,,,
051-150,KINGSVILLE R-I,4020,KINGSVILLE ELEM., 51.00 , 127.70 ,39.90%,,,,,,,,
051-152,HOLDEN R-III,1050,HOLDEN HIGH, 153.00 , 385.20 ,39.70%,,,,,,,,
051-152,HOLDEN R-III,3000,HOLDEN MIDDLE, 108.00 , 261.20 ,41.30%,,,,,,,,
051-152,HOLDEN R-III,4040,HOLDEN ELEM., 233.30 , 518.27 ,45.00%,,,,,,,,
051-153,CHILHOWEE R-IV,1050,CHILHOWEE HIGH, 32.00 , 81.00 ,39.50%,,,,,,,,
051-153,CHILHOWEE R-IV,4020,CHILHOWEE ELEM., 27.00 , 64.00 ,42.20%,,,,,,,,
051-154,JOHNSON CO. R-VII,1050,CREST RIDGE HIGH, 138.10 , 283.10 ,48.80%,,,,,,,,
051-154,JOHNSON CO. R-VII,4020,CREST RIDGE ELEM., 104.00 , 234.46 ,44.40%,,,,,,,,
051-155,KNOB NOSTER R-VIII,1050,KNOB NOSTER HIGH, 112.00 , 421.27 ,26.60%,,,,,,,,
051-155,KNOB NOSTER R-VIII,3000,KNOB NOSTER MIDDLE, 120.00 , 353.20 ,34.00%,,,,,,,,
051-155,KNOB NOSTER R-VIII,4020,KNOB NOSTER ELEM., 209.00 , 507.00 ,41.20%,,,,,,,,
051-155,KNOB NOSTER R-VIII,4040,WHITEMAN A.F.B. ELEM., 155.00 , 419.00 ,37.00%,,,,,,,,
051-156,LEETON R-X,1050,LEETON HIGH, 49.00 , 90.00 ,54.40%,,,,,,,,
051-156,LEETON R-X,3000,LEETON MIDDLE, 38.00 , 64.00 ,59.40%,,,,,,,,
051-156,LEETON R-X,4020,LEETON ELEM., 74.00 , 129.00 ,57.40%,,,,,,,,
051-159,WARRENSBURG R-VI,1050,WARRENSBURG HIGH, 255.70 , 938.47 ,27.20%,,,,,,,,
051-159,WARRENSBURG R-VI,3000,WARRENSBURG MIDDLE, 245.10 , 713.79 ,34.30%,,,,,,,,
051-159,WARRENSBURG R-VI,4030,RIDGE VIEW ELEM., 163.00 , 402.00 ,40.50%,,,,,,,,
051-159,WARRENSBURG R-VI,4050,MARTIN WARREN ELEM., 159.00 , 373.16 ,42.60%,,,,,,,,
051-159,WARRENSBURG R-VI,4060,STERLING ELEM., 136.00 , 387.73 ,35.10%,,,,,,,,
051-159,WARRENSBURG R-VI,4070,MAPLE GROVE ELEMENTARY, 165.00 , 374.02 ,44.10%,,,,,,,,
052-096,KNOX CO. R-I,1050,KNOX CO. HIGH, 137.00 , 237.00 ,57.80%,,,,,,,,
052-096,KNOX CO. R-I,4020,KNOX CO. ELEM., 122.00 , 198.00 ,61.60%,,,,,,,,
053-111,LACLEDE CO. R-I,1050,CONWAY HIGH SCHOOLS, 167.20 , 337.51 ,49.50%,,,,,,,,
053-111,LACLEDE CO. R-I,4020,EZARD ELEM., 204.00 , 382.00 ,53.40%,,,,,,,,
053-112,GASCONADE C-4,4020,GASCONADE ELEM., 50.00 , 71.00 ,70.40%,,,,,,,,
053-113,LEBANON R-III,1050,LEBANON SR. HIGH, 594.00 ," 1,256.63 ",47.30%,,,,,,,,
053-113,LEBANON R-III,2050,LEBANON MIDDLE SCHOOL, 550.60 , 925.17 ,59.50%,,,,,,,,
053-113,LEBANON R-III,4020,JOE D. ESTHER ELEM., 474.00 , 693.00 ,68.40%,,,,,,,,
053-113,LEBANON R-III,4060,MAPLECREST ELEM., 385.40 , 586.45 ,65.70%,,,,,,,,
053-113,LEBANON R-III,4080,BOSWELL ELEM., 350.00 , 557.20 ,62.80%,,,,,,,,
053-114,LACLEDE CO. C-5,4020,JOEL E. BARBER ELEM., 285.00 , 457.00 ,62.40%,,,,,,,,
054-037,CONCORDIA R-II,1050,CONCORDIA HIGH, 70.00 , 181.13 ,38.60%,,,,,,,,
054-037,CONCORDIA R-II,4020,CONCORDIA ELEM., 92.00 , 238.00 ,38.70%,,,,,,,,
054-039,LAFAYETTE CO. C-1,1050,LAFAYETTE CO. HIGH, 107.00 , 302.00 ,35.40%,,,,,,,,
054-039,LAFAYETTE CO. C-1,3000,LAFAYETTE CO. MIDDLE, 102.00 , 213.00 ,47.90%,,,,,,,,
054-039,LAFAYETTE CO. C-1,4020,GRANDVIEW ELEM., 196.00 , 411.09 ,47.70%,,,,,,,,
054-041,ODESSA R-VII,1050,ODESSA HIGH, 184.00 , 657.00 ,28.00%,,,,,,,,
054-041,ODESSA R-VII,3000,ODESSA MIDDLE, 164.40 , 491.69 ,33.40%,,,,,,,,
054-041,ODESSA R-VII,4040,MCQUERRY ELEMENTARY, 184.50 , 434.46 ,42.50%,,,,,,,,
054-041,ODESSA R-VII,4060,ODESSA UPPER ELEMENTARY, 145.00 , 421.00 ,34.40%,,,,,,,,
054-042,SANTA FE R-X,1050,SANTA FE HIGH, 56.00 , 160.00 ,35.00%,,,,,,,,
054-042,SANTA FE R-X,4040,SANTA FE ELEM., 55.00 , 134.20 ,41.00%,,,,,,,,
054-043,WELLINGTON-NAPOLEON R-IX,1050,WELLINGTON-NAPOLEON HIGH, 40.00 , 209.00 ,19.10%,,,,,,,,
054-043,WELLINGTON-NAPOLEON R-IX,4020,WELLINGTON-NAPOLEON ELEM., 50.00 , 163.00 ,30.70%,,,,,,,,
054-045,LEXINGTON R-V,1050,LEXINGTON HIGH, 153.80 , 313.08 ,49.10%,,,,,,,,
054-045,LEXINGTON R-V,3000,LEXINGTON MIDDLE, 136.00 , 260.00 ,52.30%,,,,,,,,
054-045,LEXINGTON R-V,4040,LESLIE BELL ELEM., 207.00 , 334.00 ,62.00%,,,,,,,,
055-104,MILLER R-II,1050,MILLER HIGH, 147.00 , 268.00 ,54.90%,,,,,,,,
055-104,MILLER R-II,4020,CENTRAL ELEM., 171.80 , 264.35 ,65.00%,,,,,,,,
055-105,PIERCE CITY R-VI,1050,PIERCE CITY HIGH, 69.00 , 201.00 ,34.30%,,,,,,,,
055-105,PIERCE CITY R-VI,3000,PIERCE CITY MIDDLE, 67.00 , 132.00 ,50.80%,,,,,,,,
055-105,PIERCE CITY R-VI,4020,CENTRAL ELEM., 172.30 , 298.35 ,57.70%,,,,,,,,
055-106,MARIONVILLE R-IX,1050,MARIONVILLE HIGH, 88.50 , 204.00 ,43.40%,,,,,,,,
055-106,MARIONVILLE R-IX,3000,MARIONVILLE MIDDLE, 83.50 , 166.50 ,50.20%,,,,,,,,
055-106,MARIONVILLE R-IX,4020,MARIONVILLE ELEM, 200.00 , 337.00 ,59.30%,,,,,,,,
055-108,MT. VERNON R-V,1050,MT. VERNON HIGH, 142.00 , 426.01 ,33.30%,,,,,,,,
055-108,MT. VERNON R-V,3000,MT. VERNON MIDDLE, 165.00 , 366.98 ,45.00%,,,,,,,,
055-108,MT. VERNON R-V,4020,MT. VERNON ELEM., 157.20 , 312.17 ,50.30%,,,,,,,,
055-108,MT. VERNON R-V,4040,MT. VERNON INTERMEDIATE, 149.00 , 316.00 ,47.20%,,,,,,,,
055-110,AURORA R-VIII,1050,AURORA HIGH, 266.00 , 534.00 ,49.80%,,,,,,,,
055-110,AURORA R-VIII,2050,AURORA JR. HIGH, 161.00 , 281.00 ,57.30%,,,,,,,,
055-110,AURORA R-VIII,4020,PATE EARLY CHILDHOOD CTR., 272.50 , 398.59 ,68.40%,,,,,,,,
055-110,AURORA R-VIII,4060,ROBINSON SCHOOL, 324.10 , 524.16 ,61.80%,,,,,,,,
055-111,VERONA R-VII,1050,VERONA HIGH, 146.00 , 190.00 ,76.80%,,,,,,,,
055-111,VERONA R-VII,4020,VERONA ELEM., 115.00 , 162.00 ,71.00%,,,,,,,,
056-015,CANTON R-V,1050,CANTON HIGH, 91.00 , 223.00 ,40.80%,,,,,,,,
056-015,CANTON R-V,4020,CANTON ELEM., 113.00 , 248.00 ,45.60%,,,,,,,,
056-017,LEWIS CO. C-1,1050,HIGHLAND JR.-SR. HIGH, 143.00 , 385.00 ,37.10%,,,,,,,,
056-017,LEWIS CO. C-1,4070,HIGHLAND ELEM., 230.00 , 494.02 ,46.60%,,,,,,,,
057-001,SILEX R-I,1050,SILEX HIGH, 54.00 , 211.00 ,25.60%,,,,,,,,
057-001,SILEX R-I,4020,SILEX ELEM., 73.00 , 230.00 ,31.70%,,,,,,,,
057-002,ELSBERRY R-II,1050,ELSBERRY HIGH, 90.10 , 248.57 ,36.30%,,,,,,,,
057-002,ELSBERRY R-II,3000,IDA CANNON MIDDLE, 118.00 , 252.25 ,46.80%,,,,,,,,
057-002,ELSBERRY R-II,4020,CLARENCE CANNON ELEM., 144.00 , 276.00 ,52.20%,,,,,,,,
057-003,TROY R-III,1050,TROY BUCHANAN HIGH, 499.70 ," 2,010.61 ",24.90%,,,,,,,,
057-003,TROY R-III,3000,TROY MIDDLE, 256.70 , 759.60 ,33.80%,,,,,,,,
057-003,TROY R-III,3010,TROY SOUTH MIDDLE SCHOOL, 201.60 , 767.37 ,26.30%,,,,,,,,
057-003,TROY R-III,4020,HAWK POINT ELEM., 46.00 , 138.00 ,33.30%,,,,,,,,
057-003,TROY R-III,4030,BOONE ELEM., 144.00 , 428.20 ,33.60%,,,,,,,,
057-003,TROY R-III,4040,WM. R. CAPPEL ELEM., 200.00 , 608.00 ,32.90%,,,,,,,,
057-003,TROY R-III,4050,CUIVRE PARK ELEMENTARY, 220.30 , 634.30 ,34.70%,,,,,,,,
057-003,TROY R-III,4070,LINCOLN ELEM., 118.20 , 426.21 ,27.70%,,,,,,,,
057-003,TROY R-III,4080,MAIN STREET ELEM., 214.70 , 397.67 ,54.00%,,,,,,,,
057-003,TROY R-III,4090,CLAUDE BROWN ELEMENTARY, 61.50 , 391.50 ,15.70%,,,,,,,,
057-004,WINFIELD R-IV,1050,WINFIELD HIGH, 152.60 , 475.67 ,32.10%,,,,,,,,
057-004,WINFIELD R-IV,3000,WINFIELD MIDDLE, 159.60 , 364.37 ,43.80%,,,,,,,,
057-004,WINFIELD R-IV,4020,WINFIELD ELEM., 178.50 , 322.49 ,55.30%,,,,,,,,
057-004,WINFIELD R-IV,4040,WINFIELD INTERMEDIATE, 170.00 , 329.19 ,51.60%,,,,,,,,
058-106,LINN CO. R-I,1050,LINN CO. HIGH, 44.00 , 104.00 ,42.30%,,,,,,,,
058-106,LINN CO. R-I,4020,LINN CO. ELEM., 32.00 , 75.00 ,42.70%,,,,,,,,
058-107,BUCKLIN R-II,1050,BUCKLIN HIGH, 26.00 , 59.00 ,44.10%,,,,,,,,
058-107,BUCKLIN R-II,4020,BUCKLIN ELEM., 25.00 , 45.00 ,55.60%,,,,,,,,
058-108,MEADVILLE R-IV,1050,MEADVILLE HIGH, 24.00 , 107.00 ,22.40%,,,,,,,,
058-108,MEADVILLE R-IV,4020,MEADVILLE ELEM., 38.00 , 117.00 ,32.50%,,,,,,,,
058-109,MARCELINE R-V,1050,MARCELINE HIGH, 62.00 , 205.00 ,30.20%,,,,,,,,
058-109,MARCELINE R-V,3050,MARCELINE MIDDLE, 56.00 , 137.25 ,40.80%,,,,,,,,
058-109,MARCELINE R-V,4020,WALT DISNEY ELEM., 135.00 , 276.38 ,48.90%,,,,,,,,
058-112,BROOKFIELD R-III,1050,BROOKFIELD HIGH, 85.90 , 262.10 ,32.80%,,,,,,,,
